feature,mean_abs_shap
ambiguity,0.06741439972520578
reaction_time,0.03377563523031037
decision_time,0.017312413505341535
pupil_slope_pre,0.013229575600401004
pupil_std_pre,0.010722780483733355
invest_variance,0.009697314575457238
ev_difference,0.009605925540988927
risk_premium,0.00920419325885978
pct_time_dilating_pre,0.006825473665323576
screen_y_mean,0.00494803531201338
time_to_peak_pre,0.004900769927376757
pupil_cv_pre,0.0034703164077346995
gaze_y_mean,0.003118818846422899
pupil_velocity_mean_pre,0.002300776220986912
pupil_max_dilation_rate_pre,0.001883896352194922
gaze_acceleration_std,0.0017774241798442117
gaze_x_std,0.001700162316445445
pupil_mean_pre,0.0016735429117317583
gaze_path_length,0.001608085800587251
gaze_x_mean,0.0015599307985938455
pupil_max_constriction_rate_pre,0.0013473316942298772
gaze_y_std,0.0012126513637257888
gaze_acceleration_mean,0.00119535527022243
eye_asymmetry_pre,0.0011098446839488394
eye_asymmetry_std_pre,0.0011049209127911089
pupil_acceleration_std_pre,0.0008540063528740604
gaze_dispersion_x,0.0008285316135562136
screen_y_std,0.0007972070121284873
gaze_velocity_max,0.0006777058763857088
gaze_dispersion_y,0.0006762033494651952
screen_x_mean,0.0006760156127095459
screen_x_std,0.0006458954690552995
gaze_velocity_mean,0.0005325543495136262
num_dilation_peaks_pre,0.0005271359917881185
gaze_velocity_std,0.0004937540755786436
saccade_ratio,7.859738135342674e-05
fixation_ratio,5.623360905923573e-05
condition_social,5.1577621586524234e-05
saccade_count,3.6577275965339385e-05
gaze_valid_pct,0.0
