feature,mean_abs_shap
pupil_slope_pre,0.02263165902335326
pupil_std_pre,0.010517626057667765
time_to_peak_pre,0.008421934641846701
gaze_path_length,0.008421251150133096
pct_time_dilating_pre,0.008054682526403964
screen_y_mean,0.00608697811165111
pupil_cv_pre,0.004924914296387684
gaze_dispersion_x,0.004518799921345141
gaze_x_std,0.003828832637280137
gaze_y_mean,0.0035780360275276717
gaze_x_mean,0.0027043672050353156
gaze_acceleration_std,0.0022416136931357523
gaze_y_std,0.0022103525187920424
pupil_max_constriction_rate_pre,0.0018712754797353707
gaze_dispersion_y,0.0018038386946331252
pupil_velocity_mean_pre,0.001793285692642985
pupil_max_dilation_rate_pre,0.001748157164014424
pupil_mean_pre,0.0016465379723834734
screen_x_std,0.001533464674263986
eye_asymmetry_std_pre,0.0012750072760769951
gaze_velocity_std,0.0012087704550621287
gaze_acceleration_mean,0.0011850172930517764
gaze_velocity_max,0.0011724131972724074
eye_asymmetry_pre,0.0011084460583829971
pupil_acceleration_std_pre,0.0010157383298604172
screen_y_std,0.0009190441292119814
screen_x_mean,0.0008403989955266699
gaze_velocity_mean,0.0008131317309117154
num_dilation_peaks_pre,0.0006117318235314782
saccade_ratio,0.0001224716256296347
fixation_ratio,0.00010991758049840126
saccade_count,5.749116839687582e-05
gaze_valid_pct,0.0
